Hashtags,Hashtag_count,Mentions,Mention_count,TermsOnly,Term_count,Language,Language_count,ScreenName,screenname_count,Places,places_count
#FaCT,1,@ViratGang,1,pek,15,,,Dhruv_Behl,3,,
#Beast,1,@ankitrathi1646,1,media,15,,,shubhamcooljain,3,,
#happybargaining,1,@sspnoida,1,19,15,,,shivamjoshi111,3,,
#DatsunPavili,1,@RazziliciousR,1,GLC,15,,,VikashRow38,3,,
#JEEP,1,@Aaditey618,1,Congratulations,15,,,123NewsAll,3,,
#ichindainfotech,1,@TheAllianceRN,1,As,15,,,AmitKishore,3,,
#Accele,1,@ShriBhivaskar,1,largest,15,,,FinancialXpress,3,,
#friends,1,@JohnAbraham,1,GenZe,15,,,chamanlalatwal,3,,
#TraderLifestyle,1,@4ec93e8b070245b,1,?????,15,,,Tanvir_sharma,3,,
#VeSonundaAnlad?mKi,1,@kaur7_harjinder,1,Hope,15,,,VisvyaSolutions,3,,
#RenegadeSport,1,@Rudrayogesh,1,KM,15,,,bparkingnyc,3,,
#Tiger,1,@Indiaformodi,1,spectacular,15,,,FluellFult,3,,
#renaultsport,1,@Mr_Uday,1,delhi,15,,,NewsLeaks24x7,3,,
#whyisitsodifficult,1,@gymlover,1,popular,15,,,bharat247news,3,,
#tharkee,1,@fuhrerashok,1,Stop,15,,,NoorParvin,3,,
#AutoVisie,1,@HONDA2WHEELERSIN,1,Pavillion,15,,,BhagalpurToday1,3,,
#ENTERTAINMENT,1,@A,1,Zone,14,,,zakushams,3,,
#crossover-SUV,1,@akankshamoon,1,price,14,,,AzHs07,3,,
#kumbhmela,1,@Joyrichee,1,combination,14,,,sabki_nani,3,,
#??,1,@syedyusuf78,1,happenings,14,,,sourav9dutta,3,,
#Like,1,@girishwarhare,1,Indiainfoline,14,,,saya_sonam,3,,
#counterfeit,1,@Galgotias_uni,1,souls,14,,,OfeliaZagel,3,,
#Rajasthan,1,@PramilaArt,1,announces,14,,,rishabhra07,3,,
#PrabalGurung,1,@WeAreMarwari,1,Drive,14,,,hinshu_jain,3,,
#ifesa,1,@Shareaholic,1,AsTronaut,14,,,rymarymawati,3,,
#MostAdvancedRobot,1,@kumarsonu000,1,Corvette,14,,,LittleHornOk,3,,
#g310r,1,@TeamAbarthEarningnet,1,customer,14,,,NewsUpdates24x7,3,,
#F-Pace,1,@krishangopal122,1,advisors,14,,,AnuragLodha1,3,,
#Kranti,1,@gunaspectra,1,answer,14,,,reviewmantra,3,,
#continental,1,@UPESDehradun,1,presented,14,,,BNews_ID,3,,
#Gurgaon,1,@ya_kisaragi,1,intelligence,14,,,jkamath,3,,
#smiling,1,@tstratco,1,Wish,14,,,NewsMasti24x7,3,,
#ae2016,1,@iqbalfarsana,1,site,14,,,krishan331,3,,
#gya,1,@Saurabh1680,1,called,14,,,Akashtv1,3,,
#HandsItching2DriVE,1,@Hudson,1,Mini,14,,,UditSheth,3,,
#AccelerateW,1,@Nishitrupani,1,playing,14,,,MotorBash,3,,
#nationalweatherpersonsday,1,@VinayakSharma19,1,friendly,14,,,Theravijain,3,,
#Petrolheads,1,@KatrinaKaifFanz,1,person,14,,,NemonemoCool,3,,
#gadget,1,@bollywodcountry,1,isn't,14,,,Ashwetadeo21,3,,
#carv,1,@bsindia,1,showstopper,14,,,SallieBrancato,3,,
#Biking,1,@purredinesh83,1,Can,14,,,0ldmonk,3,,
#LifeGoals,1,@arun_asb,1,ultimate,14,,,SonaliSonali11,3,,
#text100,1,@Ravinaa_,1,character,14,,,a_orochimaru,3,,
#TrafficAlert,1,@RatnikaVyas1,1,T120,14,,,Gopal_joshi_3,3,,
#BIKES,1,@manigoel05,1,wonderful,14,,,KhanAhmadIrfan,3,,
#MassiveTHERITeaserHits3MViews,1,@iSagardutt,1,highlight,14,,,Trails_Of_India,3,,
#gabbar,1,@praveenasharma3,1,Pollution,14,,,littlemisspudgy,3,,
#Bmw,1,@sanjayp33862979,1,Yet,14,,,5ha5hank_,3,,
#FiatPunto,1,@autoindnews,1,GTE,14,,,WendelWande,3,,
#WinningCars,1,@harisin95200453,1,assembled,14,,,JuniePerini,3,,
#Hondacarsindia,1,@aksmac12,1,?,14,,,IncomingNews24,3,,
#unhappy,1,@dewcool2,1,busy,14,,,bhaskarajay22,3,,
#market,1,@rohitneema3,1,???,14,,,Dorothy17179817,3,,
#jaiho,1,@prabalgurung,1,May,14,,,Chulbuli_Shoby,3,,
#security,1,@Khabar,1,Apache,14,,,mitenlapsiya,3,,
#JeepFamily,1,@ChevyCamaroNews,1,Unveils,14,,,Diana93672982,3,,
#muscle,1,@_adityajha,1,Cities,14,,,MrVivekBindra,3,,
#WHENINLUV,1,@kashishsachde11,1,United,14,,,TheSambitsamal,3,,
#nowplaying,1,@EyeshaBee,1,glory,14,,,arpitsizzle,3,,
#Hondacarsatautoexpo,1,@Hatstweet2014,1,feather,14,,,Nikhil2614,3,,
#PARKERSAUTO,1,@pititopo0105,1,robotic,14,,,vador_v,3,,
#hyperlapse,1,@rahulgadhavi8,1,powered,14,,,mayanksriva84,3,,
#DesignandExecuted,1,@bhaskarajay22,1,Wonderful,14,,,kimianks,3,,
#automoto,1,@Ankit_________,1,trucks,14,,,cagautams,3,,
#scabriolet,1,@vespa_in,1,Treat,14,,,rh_glenn,3,,
#NEXON,1,@CoastalChevy,1,Formula,14,,,indiamates,3,,
#vintagebike,1,@carandbikehindi,1,interior,14,,,architaur,3,,
#BonnevilleStreetTwin,1,@aswinbm,1,e,14,,,cleancartalk,3,,
#Entertainment,1,@idc_iitb,1,Tiguan,14,,,LesaCalkins,3,,
#YesAbraham,1,@india_yamaha,1,side,14,,,CodenameBazinga,3,,
#lovethiscar,1,@digiqom,1,Intelligent,14,,,Virdisharma,3,,
#mondaymotivation,1,@TeamNihal,1,ZGnition,14,,,reenagarg11,3,,
#FigoAspire,1,@shambhukr9,1,initiatives,14,,,FasterMK,3,,
#ache,1,@Sagar2612,1,Hours,14,,,fahadkhan2407,3,,
#riding,1,@BhaskarChandra9,1,tweet,14,,,pratyush_ranjan,3,,
#farming,1,@vrushalid7,1,keep,14,,,evrythng4u,3,,
#Ravish,1,@chandanbeta1487,1,Very,14,,,Mishtinsan47Ree,3,,
#lambretta,1,@ActorMadhavan,1,??????,14,,,DeemagSePaidal,3,,
#Yeh_,1,@PMOIndia,1,touch,14,,,All_About_Autos,3,,
#PowerFacts,1,@priyal,1,Coming,14,,,guile_eremes,3,,
#renaulkwid,1,@CanadaTrade,1,appearance,14,,,akanshashandlya,3,,
#ToyotaA,1,@india,1,thanks,14,,,SigmundQuadros,3,,
#BTSIA,1,@dharamvirnehra,1,Signature,14,,,BollywoodClubs,3,,
#XUV500Aero,1,@BadkaBhaiya,1,dedicated,14,,,NewsQuote24x7,3,,
#GreenConnectivity,1,@jan_iyer,1,turner,14,,,Twuot,3,,
#Forbes,1,@ajitsarkar1975,1,level,14,,,SehrawatRajat,3,,
#mirai,1,@AlnoorKotadia,1,Official,14,,,rushikeshsatpu1,3,,
#gaadilive,1,@rajaadaj,1,????,14,,,aziznava1,3,,
#AETMS201,1,@onlysumathi,1,hydrogen,13,,,diskofnoah,3,,
#gostosas,1,@mathrubhumi,1,AKULA,13,,,kaviiaroraa3018,3,,
#AamAdmi,1,@naseebkhan466,1,Response,13,,,MB_TandT,3,,
#stylish,1,@bhaveshmb3,1,????,13,,,karxchange,3,,
#toyotaindia,1,@BiKatWali,1,Plenty,13,,,NewsroomPostCom,3,,
#USArmy,1,@mmaallao,1,chilling,13,,,mishramugdha,3,,
#GURGAON,1,@SamiSamshad,1,Need,13,,,asutoshdash112,3,,
#Fz,1,@TEN_NEWS_DOT_IN,1,Loving,13,,,CoolNews247,3,,
#ARRahman,1,@Sunday_Standard,1,Mojo,13,,,NewsStop24x7,3,,
#EXHIBITION,1,@DressedUpBoy,1,rides,13,,,im_ms18,3,,
#PressPlay,1,@daylife_news,1,Me,13,,,VIKASRA78907777,3,,
#LodgyWorldEdition,1,@ayush_12,1,degree,13,,,sthydnsh,3,,
#panel,1,@shamsundaram9,1,expensive,13,,,Dorothy18979977,3,,
#breaking,1,@rahul_shaitan,1,fever,13,,,anandmahindra,3,,
#HondaJazzRacingconcept,1,@jb,1,later,13,,,uditvishal,3,,
#happydriving,1,@pkb042,1,winners,13,,,tox_rick,3,,
#SupportSyrians,1,@TelecomTalk,1,Air,13,,,soabagaceira,3,,
#BOSTON,1,@ScoopWhoop,1,Congrats,13,,,BhartiyaNews,3,,
#xf3r,1,@BrihadMaurya,1,Walk-Around,13,,,TheBollyTrivia,3,,
#i8,1,@ansrana,1,X5,13,,,mharo_rajasthan,3,,
#win,1,@shreyshtyle,1,album,13,,,Sangita_Akshay,3,,
#FordPavi,1,@magdhumal,1,PICTURES,13,,,patrakarindia,3,,
#AngeLuFood,1,@akkiankumar,1,completes,13,,,aenewsline,3,,
#videoedit,1,@Being_JK,1,spacious,13,,,travelflat,3,,
#MotorBike,1,@AJ2e,1,storm,13,,,AnamikaMehta8,3,,
#indiagate,1,@piaggioofficial,1,go-to,13,,,NewsEye24x7,3,,
#autotips,1,@iamlakshmirai,1,talking,13,,,gyanibaba7,3,,
#AE2016,1,@APMACanada,1,alloy,13,,,KannadaForum,3,,
#HondaMotorcycles,1,@ajaymodibs,1,start,13,,,khalidrafiq138,3,,
#Theri,1,@IamSarfuu,1,closer,13,,,NewsExpose,3,,
#S1000XR,1,@adixxon,1,Performance,13,,,Bhavan_Trivedi,3,,
#PunishMediaTrials,1,@PARKERSAUTO617,1,Activities,13,,,khiladiakki222,3,,
#centralDelhi,1,@Abhi_Pandey84,1,Visiting,13,,,Sonibhavya3,3,,
#GoogleAlerts,1,@SakshiMisra1,1,investment,13,,,Gajendr55859208,3,,
#Fashion,1,@Fo,1,sector,13,,,md_ghani,3,,
#premiumsuv,1,@RashtrapatiBhvn,1,Blue,13,,,WebAllNews,3,,
#COP21Paris,1,@KaranChoudhury1,1,modern,13,,,Tarunprakash4,3,,
#SportsIllustratedIndia,1,@CarbonMarketIns,1,???,13,,,rockinggurya1,3,,
#digital,1,@iamxuzeet,1,buzzing,13,,,qwebootech,3,,
#wp,1,@Sanjitkeshri,1,final,13,,,greedybackpack,3,,
#r8v10,1,@vijay_naman,1,cannot,13,,,sujay365,3,,
#terugvolgers,1,@Sherarocks,1,loving,13,,,Nani2014Nani,3,,
#enginebrake,1,@VishalKOfficial,1,mean,13,,,MotorWorld_RSS,3,,
#Nokia,1,@WebIF,1,Pls,13,,,profplays,3,,
#SuperCircle,1,@IMcontester,1,X21,13,,,ThisizzPS,3,,
#Breed,1,@SANKETUPA,1,fast,13,,,Bhaveshpaliwa14,3,,
#pankajKuli,1,@ayushiwithlove,1,km,13,,,PrajwalS70,3,,
#freshflesh,1,@Ca,1,Litre,13,,,trendinaliaBLR,3,,
#dance,1,@actress_Sneha,1,amazed,13,,,Deejaysaikumar,3,,
#acro,1,@sushilkoner,1,Bose,13,,,st_dang,3,,
#Taiwan,1,@BBDUK,1,Phenomenal,13,,,Bulletin24x7,3,,
#TUV300Endurance,1,@ThelemicDoctor,1,Vehicle,13,,,mksha49,3,,
#Coverage,1,@KatMalaysiaFC,1,meets,13,,,prasad84,3,,
#dog,1,@AapKaGopalRai,1,trending,13,,,ahmedikram151,3,,
#IPTV,1,@adityakanrat,1,c,13,,,to_touji,3,,
#loveliestcar,1,@UditJain01,1,??,13,,,imperatornaresh,3,,
#vouchers,1,@RanbirKapoor4u,1,Cool,13,,,MobeenAfzal17,3,,
#DesignTransformot,1,@IAMSRK_WORLD,1,NEWS,13,,,princessary7,3,,
#GTRPower,1,@marutiswift,1,Hot,13,,,NewsReport24x7,3,,
#besafe,1,@yogi,1,"1,12,400",13,,,FarebiAankhein,3,,
#godzilla,1,@kartikgupta2311,1,Delhi-Noida-Delhi,13,,,adymorun,3,,
#greater,1,@khushboo,1,poses,13,,,VartmanSatta,3,,
#HondaCity,1,@DSM,1,mind,13,,,sandeep_447,3,,
#MDinpower,1,@mahimas508,1,tonight,13,,,JolieDeas,3,,
#UKPavilion,1,@aerow15,1,milestone,13,,,frees_gon,3,,
#wikileaks,1,@sameerrana734,1,Vote,13,,,ifttt_tutorials,3,,
#whocares,1,@Alfiyamukarram,1,Taapsee,13,,,sarathkevinjoy,3,,
#lifegoals,1,@firefoxbikes,1,Tune,13,,,yuvrajnimbalka4,3,,
#Degree,1,@SumitGautam13,1,TS040,13,,,ashvadeepbanso1,3,,
#Newsyoushouldnotmiss,1,@Being_D_R,1,Dashing,13,,,TheBigTinny,3,,
#AutoExp,1,@gandhirashmi81,1,Maybach,13,,,poojash70174667,3,,
#HINDU,1,@actor_jayamravi,1,folks,13,,,indersandhu,3,,
#ProjectX,1,@affan_alig,1,Cyrus,13,,,IDE_AutoWorks,3,,
#MarutiBalenoRS,1,@syedmajid85,1,wrangler,13,,,LiveNews24x7,3,,
#UKIndia,1,@naalayak_dude,1,Album,13,,,SonBluma,3,,
#fashionaccesories,1,@Snapchat,1,money,13,,,msolution,3,,
#IgniteTheExcitem,1,@iShivangi21,1,noon,13,,,Dorothy37079228,3,,
#HYBUS,1,@SiFkt,1,easily,13,,,NytNews12,3,,
#Honda2Wheeler,1,@jobokuruvilla,1,locally,13,,,GiManduja,3,,
#BikerBabe,1,@LanaRose786,1,incredible,13,,,dearlk,3,,
#Cleveland,1,@MinariShah,1,Attraction,13,,,shubhamsaloni19,3,,
##India,1,@mobilemagzter,1,use,13,,,akkiankumar,3,,
#simransuri,1,@mrf,1,grab,13,,,HWM_Tech,3,,
#biker,1,@officialPF,1,help,13,,,newsattitude,3,,
#fueltank,1,@quikrcars,1,hosted,13,,,sachinsahota47,3,,
#Hexalooksamaging,1,@timdaa,1,600,13,,,RahulKhatod,3,,
#namehunt,1,@humhindubhartiy,1,crossover,13,,,KDRajvi,3,,
#chevroletbeatactiv,1,@ticketexpressin,1,off-roading,13,,,Automotorblog,3,,
#Hyundaii20,1,@Fever_104FM,1,des,13,,,pavnisharma17,3,,
#SunnyDeol,1,@MovifiedBolly,1,heading,13,,,Mickyjinara,3,,
#Hyundaiindia,1,@indiaforums,1,Louis,13,,,KhiladiFc,3,,
#AutoEXPO2016,1,@news24tvchannel,1,lots,13,,,DorisSm95765716,3,,
#Cornwall,1,@JAYSHRIDHAR,1,Spin,13,,,Nai_Dunia,3,,
#FuelCell,1,@srinu1990,1,motors,13,,,yaduvir,3,,
#madeingreat,1,@PublicTopic,1,girl,13,,,nandu_dilip,3,,
#GYatAu,1,@amitchhangani,1,A6,13,,,TheBhartiyaNews,3,,
#amitabhbachchan,1,@sarikkhan77,1,???????????,12,,,nozartproduct,3,,
#??,1,@sifkt_ban498a,1,Record,12,,,vineetbiradarp,3,,
#newhappenings,1,@rahulnaththakur,1,announce,12,,,KhabarSpy360,3,,
#Mobilio,1,@oncars,1,grabs,12,,,alishaikh3126,3,,
#International,1,@stocks_in,1,View,12,,,ayeshasimra4,3,,
#sr150,1,@ndb,1,Action,12,,,FollowCII,3,,
#smartcar,1,@swargcoming,1,front,12,,,rashmivrma,3,,
#itsfantastico,1,@KanchanSays,1,??,12,,,L__I__F__E,3,,
#Cult,1,@emraanhashmi,1,Kappa,12,,,A4Avi,3,,
#BeastMode,1,@aw_abhi,1,coupe,12,,,IgnisJordan,3,,
#Timeline,1,@LangpoklakpamS,1,redesigned,12,,,GulatiTanpreet,3,,
#ManchesterUnited,1,@poojabahl9,1,Colour,12,,,tweet_poacher,3,,
#cycling,1,@RangeRover,1,admin,12,,,MohdFar50220975,3,,
#opportunities,1,@techportalntw,1,HX250,12,,,rekhaagarwal111,3,,
#automobil,1,@casunnytanwar,1,plans,12,,,dragneel_nat,3,,
#Thar,1,@kunnu1213,1,completely,12,,,imvishav,3,,
#Tyres,1,@IKhatri79,1,white,12,,,yuuthistar,3,,
#MujhMainTu,1,@Prabhugodara3,1,mobile,12,,,YaldamaA,3,,
#NewsPicks,1,@modibimal,1,Dont,12,,,hyouka,3,,
#actualities,1,@abhi,1,Model,12,,,TusharP75788052,3,,
#AwsEm_,1,@GodSpeed_07,1,support,12,,,BigNews24x7,3,,
#GoldOutofHiding,1,@BMWGroup,1,five-spoke,12,,,proj_tweet,3,,
#BeijaFlor,1,@Raahul__,1,32,12,,,d_zeref,3,,
#CrossoverSUV,1,@motorbabu,1,:(,12,,,pavan_sethi,3,,
#worklife,1,@samaynewschanel,1,T-GDI,12,,,arroworks,3,,
#Mojo-based,1,@hanmust,1,showrooms,12,,,MDMUSLIMKHAN2,3,,
#delhiauto,1,@realgauravsinha,1,killer,12,,,NewsOnlinePress,3,,
#longdrive,1,@Karkeragirish,1,exotic,12,,,AutoShowTopNws,3,,
#showcased,1,@MS_motorsports,1,cabriolet,12,,,EXPO2015CIV,2,,
#Qommies,1,@Carra_23,1,opens,12,,,hunterbutler18,2,,
#WonMoreTime,1,@rahul44wadhwa,1,Soundlink,12,,,TynishaTysor,2,,
#England,1,@MissManakawad,1,quality,12,,,TheNewsDose,2,,
#S500,1,@palallen7,1,CB,12,,,BethBowyar,2,,
#bh,1,@Tata,1,everything,12,,,taapsee,2,,
#RajniKrishnan,1,@No1Akkian,1,Or,12,,,mitsubishi_cars,2,,
#football,1,@LppRaj,1,Amazes,12,,,BethDenton5,2,,
#MapmyIndia,1,@punj_aap,1,Seems,12,,,NewsStop360,2,,
#tonight,1,@MrFukra,1,here's,12,,,BethCantilupe,2,,
#productdesign,1,@DapurPacu,1,b,12,,,BelindaSkipwith,2,,
#ForceMotors,1,@ETVUPLIVE,1,Magic,12,,,Motorsport_IN,2,,
#TERRIBLE,1,@shahnawazkarim,1,reaches,12,,,khud_gabbar007,2,,
#carbike,1,@sureshvelan26,1,inaugurated,12,,,MeIndian01,2,,
#MindRacing,1,@Mota_Bhai420,1,Manchester,12,,,SandeshMysore7,2,,
#YamahaScooter,1,@shanaticniko,1,Next,12,,,Expo2015CUBA,2,,
#life,1,@mr_khiladi24,1,thrilled,12,,,SunilXav,2,,
#Sportsman110,1,@ManpritShergill,1,excellence,12,,,ManoharRpm,2,,
#motors,1,@TerrificMai,1,o,12,,,PolarisIndia,2,,
#Inilah,1,@Winkl_App,1,Grab,12,,,Inder_Kumar,2,,
#CRF2015,1,@ameeta3,1,protection,12,,,SanjivGilhotra,2,,
#yellow,1,@ArmaanMalik22,1,Financial,12,,,macanegara,2,,
#Classic,1,@BMWMotorrad,1,duty,12,,,NavbharatTimes,2,,
#NZvAUS,1,@harry,1,Makes,12,,,BollywoodStuff,2,,
#NissanTerrano,1,@rajcheerf,1,hits,12,,,Chin10s,2,,
#conceptbike,1,@shrayimawsm,1,perfection,12,,,soniaverma612,2,,
#TriumphAtAut,1,@NaomiPanter,1,content,12,,,sanjumanu093,2,,
#Sport,1,@2akshay,1,thrilling,12,,,imjatinrshah,2,,
#lifestyle,1,@bhadreshhadiya,1,rocked,12,,,shahhomes,2,,
#V8,1,@UrbanAsian,1,×,12,,,BendPriscilla,2,,
#tuscon,1,@sarabjot141990,1,Tivoli,12,,,sushantrajput7,2,,
#vwgate,1,@akkiansatyam,1,Dual,12,,,BerylBedingfeld,2,,
#marutisuzuki,1,@rockin_tech123,1,member,12,,,Navanethakumar,2,,
#WorkMode,1,@DanVadenChevy,1,RETWEET,12,,,RealityWatch,2,,
#JaguarPRIDE,1,@XBuckmaster,1,raining,12,,,beingamankumar,2,,
#RajdootGTS,1,@Saurabhsaggi16,1,Sedan,12,,,Rohit_Paradkar,2,,
#crazylittle,1,@rishabh967,1,10.3,12,,,GuruDhanyal54,2,,
#StormImogen,1,@selinaarmstrong,1,may,12,,,CarleeLife,2,,
#LOL,1,@Volkswagen,1,FordIndia,12,,,kanikagoyal007,2,,
#Ftype,1,@IBNMoney_com,1,A4,12,,,streetshooter7,2,,
#media,1,@KatrinaKStyle,1,MART,12,,,iamifthi,2,,
#petrohead,1,@Sharma8Jagdish,1,that's,12,,,NishantNayak18,2,,
#XF,1,@nisharanioo,1,Well,12,,,rahuldhyani5,2,,
#loveit,1,@WatsonNaveen,1,TRUE,12,,,keyursh11207172,2,,
#Design,1,@RBSIRAJINI,1,hive,12,,,m_malhotra,2,,
#Italyframework,1,@OkieTataBye,1,sight,12,,,TrustCorners,2,,
#UM,1,@varunbansal4,1,?,12,,,BerneweltJanice,2,,
#EmraanAsAzhar,1,@RanaDaggubati,1,system,12,,,BerthaNorbury,2,,
#Pure,1,@maadaalaadlaa,1,local,12,,,GroverNeeru,2,,
#landrover,1,@BikersforGood,1,nexon,12,,,oartija,2,,
#android,1,@damnish,1,tyres,12,,,jjoshi294,2,,
#Beyon,1,@PaulMaric,1,Right,12,,,BentheyJennifer,2,,
#????,1,@Nexaexperience,1,?,12,,,BerylVawdrey,2,,
#Launched,1,@UPMeinAkhilesh,1,CNN-IBN's,12,,,abhishek_samuel,2,,
#beritaotomotif,1,@hotmail,1,Brings,12,,,CBMANTRI123456,2,,
#RideTheDifference,1,@AkshayRules,1,²,12,,,SocialGK,2,,
#WingsToFly,1,@singersuchi,1,?????,12,,,mohan_pyaare,2,,
#vwbeetle,1,@Saahiltweets,1,tag,12,,,aadi____,2,,
#Messi,1,@upwalebhaiji,1,courtesy,12,,,DanaWeb45098933,2,,
#RockyHandsome,1,@OntEconomy,1,?,12,,,beryl_browning,2,,
#AutoExpo17,1,@INCIndia,1,CRF,12,,,ABLuxury,2,,
#goodfun,1,@rahulchhanesh,1,engineering,12,,,drivesparkcom,2,,
#ChiefClassic,1,@sreyans_gupta,1,country,12,,,celebspixsai,2,,
#EVs,1,@SriniKay,1,catches,12,,,TheKnownymous,2,,
#ihateford,1,@harrismonkey,1,wid,12,,,phantomwalks3,2,,
#greenvehicles,1,@RnRDataLex,1,BikeDekho,12,,,saching19723160,2,,
#DelhiUniversity,1,@AligarhMuslimUn,1,Passat,12,,,BentheyAmber,2,,
#audir8,1,@anirpaul,1,hope,12,,,sanjay99000,2,,
#gsxs1000f,1,@Swapna140,1,took,12,,,kamleshrv1,2,,
#namaste,1,@actor_viishnu,1,la,11,,,venividiwritey,2,,
#AccelerateWit,1,@Master_Danilo,1,scuffle,11,,,himanshu_call,2,,
#cHaKeR,1,@iamneeial,1,Environment,11,,,VIP_IN88,2,,
#Notirey,1,@tanyagarg60,1,sporty,11,,,CyrenaDossett,2,,
#unleashed,1,@GabbbarSingh,1,CNB,11,,,fredalicious,2,,
#CompactSedan,1,@pabariNaresh2,1,?????????,11,,,i_m_odd,2,,
#CS400,1,@iSinghJP,1,CAR,11,,,BerthaBowcer,2,,
#bestkeepwi,1,@nikhilchinapa,1,wit,11,,,sntn7,2,,
#advertising,1,@ankvit12,1,results,11,,,hemudesi,2,,
#ValentinesDay,1,@feminamissindia,1,Pro,11,,,SarAthSivaJr,2,,
#Volkswagenautoexpo,1,@majalahautocar,1,totally,11,,,Vedika300,2,,
#MohinderAmarnath,1,@abpanandatv,1,track,11,,,hulkDcult,2,,
#heartwithoutbody,1,@Manav6677,1,Robotic,11,,,BerylMereworth,2,,
#expressions,1,@dj_dj11,1,Chetak,11,,,NewsPeViews,2,,
#ShawnWorldTourOnsale,1,@krispokkuluri,1,attends,11,,,SuloveJChhetri,2,,
#mumbai,1,@Autofurnish,1,else,11,,,shiny_29,2,,
#Boosterjet,1,@Nissan_Ind,1,charging,11,,,kameshkumar0,2,,
#24Season2,1,@DukeRitz,1,multi-performance,11,,,ucb_official,2,,
#ModelX,1,@gaurav_vij,1,page,11,,,AamilahRiza,2,,
#Chetak,1,@DanishSait,1,cruiser,11,,,murli_rk,2,,
#ummotorcycles,1,@jayesh,1,mail,11,,,BeingGungun,2,,
#camera,1,@nitintikle,1,become,11,,,hormazdsorabjee,2,,
#NuttyGritties,1,@rahul_narwar,1,Glimpse,11,,,Insa98Rajesh,2,,
#TotyotaSafetyLeaders,1,@ElitistTheySay,1,le,11,,,ndtv_topstories,2,,
#bionics,1,@AryaAditi,1,thought,11,,,arunak6999,2,,
#sycophant,1,@sgrover1981,1,quiet,11,,,Atul_Raj_9,2,,
#Toyota's,1,@BelagamEngineer,1,??????,11,,,Gitishchopra,2,,
#hinduism,1,@amitbhadgaonkar,1,Red,11,,,Sarfraz_saad,2,,
#ToyotaLandCruiser,1,@diwakar3107,1,achieved,11,,,Funky1617,2,,
#ACMA,1,@kirtibasal,1,They,11,,,CrashCarsTv,2,,
#cherokee,1,@FeminaIndia,1,shoot,11,,,TianaChristner,2,,
#Chopper,1,@PankajDubey1967,1,ha,11,,,PhotographyTWM,2,,
#sonakoyo,1,@Maruti_WagonR,1,AWARD,11,,,kutushahid,2,,
#SixNations,1,@RobertVadra2016,1,N,11,,,India_Yamaha,2,,
#wtf,1,@ChhajerVineet,1,Floor,11,,,MikeDesai,2,,
#HeroExtreme,1,@eljohn885fm,1,tyre,11,,,SaddamH39763221,2,,
#T2Kombi,1,@sakshivij,1,Getting,11,,,imhere24x7,2,,
#aspirations,1,@ThoughtScripter,1,taken,11,,,CosmicAum,2,,
#ethanol,1,@ChevroletTalk,1,Orange,11,,,deepakgupta85,2,,
#Merc,1,@SinghRobin23,1,Cruze,11,,,ayushiwithlove,2,,
#Hyperion1at,1,@RawAsh93,1,Everyone,11,,,GossipNews24x7,2,,
#palmersindia,1,@DARE_DIVYA,1,limousineteam,11,,,BerylLeynthall,2,,
#telegraaf,1,@sudhersanravi,1,product,11,,,knitin1887,2,,
#bonnevillet120,1,@ly57love,1,Review,11,,,SmartIvaan,2,,
#MRFPavalion,1,@shrey_RCBian,1,Around,11,,,SDRINSIGNIA,2,,
#Auto_Expo,1,@ShamsN,1,girls,11,,,kerasukunn,2,,
#datsunbluebird,1,@MyQyuki,1,Pannu,11,,,BerdwellPamela,2,,
#Tatamotorsstudio,1,@All_About_Autos,1,humble,11,,,bertha_snell,2,,
#black,1,@MaKiLadliBeti,1,kids,11,,,RideGenZe,2,,
#tatasafaristorme,1,@vishalfatnani,1,companies,11,,,Way4i,2,,
#cruiserbike,1,@HeroMoto,1,showstoppers,11,,,JonelleDessert,2,,
#ecommercerevolution,1,@krani1211,1,smooth,11,,,arsheesh,2,,
#GrandCherokeeSRT,1,@damosat95,1,pressure,11,,,kiscafe18,2,,
#Store,1,@ThrillofDrivIN,1,Legendary,11,,,shivam_mah90,2,,
#DU,1,@PoojithaKurnool,1,end,11,,,BerylFreer,2,,
#cocacola,1,@Sophie_Choudry,1,???,11,,,AryanSarath,2,,
#WON,1,@top_thakur,1,P,11,,,BerneweltAmber,2,,
#Italian,1,@pranshulgarg,1,Unveiling,11,,,FatsoenPolitika,2,,
#SunnySportech,1,@bapi256852,1,iamsrk,11,,,BelindaWalsch,2,,
#desiHumor,1,@Insightful,1,Please,11,,,AnggiDre,2,,
#Scorpio,1,@Ekanshverma9,1,post,11,,,BerthaPennebry1,2,,
#FutureofLuxury,1,@indiacom,1,Terrano,11,,,BeautifulCorve1,2,,
#bollywoodnews,1,@manishverma0675,1,Systemz,11,,,arps_mech,2,,
#SRKBadaDilwala,1,@JawaanChokhra,1,Ameo,11,,,AtulSainiKh,2,,
#Everest,1,@ajaydurai001,1,fights,11,,,ndtvfeed,2,,
#SumitSawhney,1,@kailashnj,1,bcoz,11,,,DanaBut59466447,2,,
#youtube,1,@Aditya0493,1,Chief,11,,,palashluckyfas1,2,,
#royalenfield,1,@ALOKKUMAR47,1,Debuts,11,,,MCXtips_free,2,,
#ScooterBike,1,@Archanakri786,1,???????,11,,,abhi_simpleman,2,,
#asimo,1,@sidharth_shukla,1,goosebumps,11,,,DianaRa57951621,2,,
#networking,1,@siam,1,used,11,,,KiranVairagkar,2,,
#armouredcar,1,@hsikka1,1,app,11,,,AudilifeNA,2,,
#JeepGrandCherokee,1,@sandhuss246,1,Japanese,11,,,louiserreyna,2,,
