Time,total_freq,BMW,DATSUN,FORD,HONDA,JAGUAR,MARUTI,NISSAN,TATA,TOYOTA
08-02-2016 14:55,44,2,26,0,2,1,0,9,0,0
08-02-2016 15:00,34,0,18,3,0,1,1,6,2,0
08-02-2016 15:05,25,0,13,1,2,0,1,10,0,0
08-02-2016 15:10,28,0,15,1,1,0,0,10,0,2
08-02-2016 15:15,31,0,22,0,2,1,0,7,0,5
08-02-2016 15:20,0,0,0,0,0,0,0,0,0,0
08-02-2016 15:25,0,0,0,0,0,0,0,0,0,0
08-02-2016 15:30,0,0,0,0,0,0,0,0,0,0
08-02-2016 15:35,0,0,0,0,0,0,0,0,0,0
08-02-2016 15:40,3,0,3,0,0,2,0,0,0,0
08-02-2016 15:45,16,2,0,0,1,0,0,0,0,0
08-02-2016 15:50,38,4,0,4,1,0,2,7,6,8
08-02-2016 15:55,10,0,2,0,1,0,1,0,0,7
08-02-2016 16:00,13,1,0,0,0,2,0,0,0,6
08-02-2016 16:05,9,0,0,1,0,0,0,0,1,2
08-02-2016 16:10,0,0,0,0,0,0,0,0,0,0
08-02-2016 16:15,6,0,0,0,2,0,0,2,0,0
08-02-2016 16:20,11,0,0,0,0,0,0,3,2,0
08-02-2016 16:25,2,0,0,0,0,0,0,0,0,0
08-02-2016 16:30,13,1,0,1,1,1,0,0,1,1
08-02-2016 16:35,11,1,0,0,0,0,0,2,5,0
08-02-2016 16:40,30,1,2,0,2,1,0,4,2,1
08-02-2016 16:45,17,0,7,0,1,0,1,11,0,1
08-02-2016 16:50,22,0,15,0,0,0,2,12,4,0
08-02-2016 16:55,15,0,7,2,0,0,2,6,2,0
08-02-2016 17:00,0,0,0,0,0,0,0,0,0,0
08-02-2016 17:05,28,0,13,0,2,0,1,18,1,0
08-02-2016 17:10,11,0,0,0,2,1,0,0,0,0
08-02-2016 17:15,12,1,11,3,2,1,0,0,0,0
08-02-2016 17:20,9,,,,,,,,,
08-02-2016 17:25,20,,,,,,,,,
